,"A1 Endurance sport, land-based","A2 Endurance sport, Cycling","A3 Endurance sport, Swimming",B1 Individual Fitness,B2 Group-based Fitness,E Compostional-creative activities,F relaxation-oriented activities,G  Outdoor sports,H1 Team sport games,H2 Net games
2172,0.51,0.32,0.25,0.35,0.34,0.58,0.19,0.39,0.02,0.24
2173,0.75,0.38,0.39,0.55,0.41,0.14,0.26,0.35,0.06,0.44
2174,0.72,0.51,0.57,0.47,0.52,0.35,0.81,0.56,0.04,0.19
2175,0.51,0.38,0.56,0.56,0.63,0.33,0.55,0.17,0.03,0.17
2176,0.44,0.31,0.35,0.57,0.6,0.34,0.5,0.23,0.1,0.13
2177,0.62,0.45,0.29,0.47,0.34,0.35,0.29,0.38,0.21,0.17
2178,0.68,0.33,0.34,0.46,0.28,0.09,0.35,0.12,0.04,0.07
2179,0.37,0.2,0.46,0.46,0.64,0.15,0.65,0.09,0.03,0.11
2180,0.43,0.21,0.25,0.71,0.14,0.55,0.16,0.26,0.15,0.09
2181,0.41,0.3,0.34,0.3,0.36,0.54,0.24,0.62,0.18,0.26
2182,0.28,0.18,0.19,0.82,0.07,0.07,0.04,0.21,0.63,0.14
2183,0.49,0.29,0.5,0.38,0.66,0.18,0.32,0.26,0.04,0.19
2184,0.29,0.14,0.23,0.31,0.48,0.34,0.12,0.22,0.15,0.34
2185,0.46,0.5,0.35,0.65,0.12,0.05,0.1,0.6,0.48,0.22
2186,0.38,0.11,0.22,0.29,0.49,0.19,0.14,0.2,0.29,0.38
2187,0.67,0.6,0.41,0.42,0.58,0.27,0.65,0.5,0.05,0.21
2188,0.53,0.25,0.28,0.37,0.32,0.09,0.3,0.13,0.07,0.16
2189,0.62,0.25,0.25,0.19,0.1,0.07,0.01,0.36,0.11,0.08
2190,0.7,0.61,0.5,0.53,0.47,0.55,0.64,0.47,0.02,0.14
2191,0.54,0.3,0.35,0.2,0.08,0.03,0.09,0.15,0.58,0.44
2192,0.48,0.33,0.35,0.46,0.71,0.29,0.68,0.23,0.03,0.36
2193,0.15,0.19,0.24,0.67,0.06,0.04,0.03,0.13,0.88,0.49
2194,0.55,0.52,0.56,0.66,0.62,0.42,0.64,0.46,0.09,0.25
2195,0.66,0.7,0.4,0.56,0.09,0.04,0.12,0.38,0.11,0.14
2196,0.68,0.25,0.21,0.47,0.57,0.19,0.36,0.2,0.03,0.1
2197,0.45,0.41,0.3,0.62,0.16,0.07,0.07,0.26,0.29,0.39
2198,0.75,0.64,0.59,0.4,0.47,0.53,0.77,0.62,0.03,0.17
2199,0.68,0.57,0.4,0.61,0.42,0.08,0.49,0.3,0.04,0.32
2200,0.34,0.19,0.11,0.74,0.2,0.59,0.11,0.06,0.49,0.3
2201,0.35,0.13,0.24,0.43,0.53,0.35,0.18,0.13,0.12,0.19
2202,0.49,0.25,0.06,0.23,0.07,0.07,0.06,0.12,0.32,0.14
2203,0.44,0.19,0.06,0.58,0.13,0.11,0.21,0.05,0.08,0.06
2204,0.28,0.19,0.21,0.59,0.48,0.48,0.13,0.12,0.26,0.34
2205,0.59,0.42,0.37,0.55,0.62,0.25,0.65,0.16,0.02,0.14
2206,0.55,0.33,0.43,0.73,0.56,0.46,0.23,0.26,0.1,0.13
2207,0.64,0.51,0.5,0.44,0.61,0.16,0.68,0.29,0.03,0.2
2208,0.52,0.42,0.38,0.64,0.39,0.21,0.16,0.35,0.21,0.54
2209,0.31,0.2,0.41,0.43,0.22,0.19,0.22,0.13,0.09,0.25
2210,0.28,0.24,0.16,0.37,0.1,0.17,0.03,0.53,0.88,0.73
2211,0.41,0.49,0.25,0.29,0.08,0.11,0.06,0.75,0.42,0.47
2212,0.51,0.32,0.45,0.22,0.64,0.32,0.25,0.39,0.05,0.4
2213,0.55,0.35,0.33,0.48,0.5,0.15,0.63,0.25,0.03,0.14
2214,0.72,0.54,0.58,0.44,0.64,0.37,0.6,0.28,0.05,0.16
2215,0.43,0.36,0.38,0.56,0.44,0.7,0.54,0.55,0.08,0.25
2216,0.76,0.63,0.56,0.55,0.4,0.35,0.77,0.49,0.03,0.12
2217,0.65,0.5,0.52,0.38,0.43,0.18,0.6,0.24,0.08,0.17
2218,0.59,0.35,0.35,0.54,0.48,0.32,0.53,0.14,0.02,0.06
2219,0.52,0.38,0.42,0.32,0.35,0.68,0.38,0.43,0.26,0.35
2220,0.37,0.25,0.12,0.82,0.06,0.05,0.04,0.12,0.44,0.09
2221,0.44,0.27,0.28,0.25,0.52,0.09,0.47,0.12,0.03,0.23
2222,0.52,0.56,0.36,0.55,0.67,0.42,0.56,0.41,0.03,0.48
2223,0.6,0.31,0.41,0.64,0.51,0.22,0.44,0.24,0.05,0.14
2224,0.26,0.19,0.35,0.36,0.26,0.39,0.36,0.12,0.04,0.28
2225,0.36,0.12,0.36,0.23,0.67,0.25,0.26,0.24,0.11,0.35
2226,0.68,0.77,0.42,0.42,0.09,0.09,0.06,0.62,0.18,0.25
2227,0.34,0.43,0.15,0.47,0.18,0.04,0.03,0.42,0.84,0.6
2228,0.44,0.2,0.16,0.71,0.22,0.28,0.09,0.19,0.37,0.4
2229,0.52,0.17,0.2,0.76,0.22,0.24,0.07,0.17,0.33,0.31
2230,0.56,0.35,0.42,0.54,0.36,0.15,0.33,0.17,0.07,0.18
2231,0.43,0.28,0.36,0.46,0.39,0.13,0.71,0.12,0.02,0.05
2232,0.39,0.36,0.34,0.45,0.17,0.08,0.11,0.14,0.14,0.23
2233,0.47,0.15,0.38,0.36,0.58,0.23,0.31,0.21,0.26,0.42
2234,0.58,0.59,0.47,0.4,0.41,0.67,0.61,0.78,0.08,0.41
2235,0.57,0.47,0.39,0.46,0.39,0.33,0.48,0.61,0.11,0.45
2236,0.41,0.41,0.43,0.21,0.44,0.81,0.25,0.8,0.39,0.48
2237,0.31,0.25,0.22,0.46,0.14,0.33,0.05,0.51,0.76,0.54
2238,0.29,0.23,0.22,0.63,0.1,0.19,0.03,0.3,0.87,0.48
2239,0.42,0.24,0.44,0.38,0.34,0.65,0.42,0.33,0.06,0.24
2240,0.31,0.15,0.19,0.66,0.33,0.54,0.23,0.09,0.08,0.14
2241,0.53,0.5,0.39,0.34,0.67,0.22,0.67,0.27,0.04,0.21
2242,0.31,0.39,0.31,0.49,0.24,0.05,0.05,0.05,0.2,0.33
2243,0.3,0.23,0.32,0.31,0.25,0.64,0.13,0.33,0.23,0.19
2244,0.68,0.62,0.52,0.6,0.2,0.04,0.1,0.6,0.25,0.24
2245,0.56,0.23,0.35,0.57,0.25,0.16,0.29,0.38,0.53,0.6
2246,0.5,0.56,0.23,0.56,0.11,0.04,0.04,0.36,0.73,0.42
2247,0.84,0.59,0.56,0.23,0.23,0.21,0.34,0.62,0.04,0.22
2248,0.73,0.57,0.45,0.41,0.39,0.07,0.51,0.62,0.18,0.29
2249,0.73,0.6,0.34,0.5,0.43,0.08,0.65,0.62,0.05,0.31
2250,0.7,0.68,0.34,0.43,0.09,0.08,0.08,0.53,0.14,0.17
2251,0.35,0.19,0.12,0.58,0.18,0.37,0.11,0.16,0.31,0.35
2252,0.62,0.32,0.38,0.5,0.36,0.05,0.19,0.1,0.06,0.09
2253,0.54,0.36,0.26,0.19,0.33,0.14,0.38,0.15,0.13,0.17
2254,0.76,0.62,0.64,0.5,0.4,0.34,0.76,0.26,0.02,0.16
2255,0.48,0.44,0.29,0.19,0.42,0.5,0.63,0.37,0.05,0.34
2256,0.54,0.38,0.27,0.3,0.18,0.05,0.07,0.09,0.21,0.59
2257,0.29,0.19,0.3,0.2,0.13,0.23,0.14,0.18,0.33,0.31
2258,0.44,0.18,0.31,0.59,0.28,0.49,0.36,0.45,0.27,0.44
2259,0.58,0.56,0.27,0.56,0.67,0.28,0.66,0.53,0.05,0.49
2260,0.35,0.21,0.23,0.52,0.17,0.2,0.09,0.31,0.36,0.31
2261,0.56,0.47,0.32,0.38,0.61,0.18,0.46,0.37,0.06,0.34
2262,0.36,0.13,0.18,0.29,0.29,0.57,0.14,0.31,0.19,0.32
2263,0.7,0.54,0.39,0.34,0.5,0.65,0.71,0.72,0.03,0.35
2264,0.45,0.13,0.38,0.38,0.56,0.25,0.18,0.13,0.11,0.18
2265,0.41,0.29,0.35,0.71,0.39,0.29,0.34,0.19,0.09,0.22
2266,0.46,0.29,0.39,0.65,0.52,0.47,0.16,0.46,0.2,0.54
2267,0.31,0.36,0.17,0.16,0.15,0.08,0.05,0.23,0.48,0.56
2268,0.55,0.34,0.44,0.56,0.6,0.29,0.46,0.28,0.16,0.27
2269,0.65,0.36,0.41,0.22,0.49,0.06,0.61,0.08,0.03,0.08
2270,0.54,0.33,0.33,0.7,0.3,0.21,0.16,0.32,0.39,0.6
2271,0.41,0.41,0.07,0.15,0.1,0.02,0.03,0.06,0.38,0.16
2272,0.54,0.25,0.3,0.27,0.24,0.06,0.32,0.18,0.7,0.25
2273,0.64,0.54,0.47,0.62,0.42,0.22,0.76,0.45,0.04,0.21
2274,0.51,0.57,0.29,0.62,0.1,0.06,0.03,0.43,0.79,0.72
2275,0.56,0.45,0.42,0.61,0.34,0.16,0.25,0.45,0.23,0.57
2276,0.61,0.38,0.36,0.49,0.49,0.36,0.37,0.38,0.15,0.37
2277,0.72,0.64,0.6,0.49,0.39,0.58,0.81,0.51,0.03,0.18
2278,0.61,0.69,0.45,0.6,0.21,0.07,0.18,0.46,0.09,0.24
2279,0.62,0.48,0.35,0.43,0.42,0.22,0.58,0.27,0.07,0.2
2280,0.53,0.5,0.5,0.4,0.54,0.62,0.78,0.74,0.05,0.17
2281,0.53,0.37,0.27,0.33,0.13,0.09,0.38,0.1,0.03,0.11
2282,0.43,0.33,0.21,0.55,0.3,0.15,0.06,0.46,0.67,0.6
2283,0.64,0.77,0.42,0.49,0.17,0.05,0.09,0.64,0.23,0.47
2284,0.78,0.62,0.31,0.52,0.34,0.1,0.48,0.45,0.03,0.19
2285,0.36,0.21,0.33,0.45,0.46,0.36,0.29,0.32,0.15,0.27
2286,0.54,0.37,0.56,0.39,0.56,0.51,0.78,0.14,0.04,0.1
2287,0.26,0.3,0.25,0.63,0.09,0.08,0.02,0.2,0.74,0.32
2288,0.38,0.17,0.45,0.32,0.65,0.22,0.31,0.23,0.07,0.38
2289,0.64,0.63,0.27,0.62,0.09,0.03,0.04,0.36,0.15,0.16
2290,0.47,0.59,0.25,0.38,0.16,0.27,0.09,0.67,0.73,0.62
2291,0.36,0.32,0.27,0.29,0.14,0.54,0.07,0.38,0.62,0.37
2292,0.57,0.72,0.27,0.4,0.18,0.06,0.04,0.44,0.14,0.29
2293,0.23,0.18,0.13,0.42,0.05,0.06,0.02,0.24,0.86,0.57
2294,0.23,0.18,0.31,0.22,0.41,0.5,0.1,0.15,0.19,0.28
2295,0.6,0.34,0.43,0.55,0.44,0.44,0.36,0.42,0.29,0.39
2296,0.33,0.19,0.31,0.67,0.2,0.36,0.13,0.17,0.13,0.15
2297,0.73,0.63,0.56,0.54,0.5,0.25,0.79,0.51,0.04,0.17
2298,0.57,0.29,0.54,0.57,0.6,0.28,0.39,0.27,0.07,0.21
2299,0.51,0.36,0.2,0.43,0.14,0.06,0.07,0.33,0.46,0.41
2300,0.31,0.2,0.3,0.15,0.26,0.75,0.2,0.23,0.26,0.39
2301,0.48,0.56,0.29,0.66,0.17,0.08,0.09,0.47,0.6,0.44
2302,0.56,0.25,0.21,0.78,0.29,0.35,0.18,0.19,0.32,0.18
2303,0.57,0.51,0.34,0.35,0.52,0.52,0.37,0.4,0.04,0.33
2304,0.58,0.37,0.47,0.43,0.74,0.16,0.6,0.25,0.14,0.3
2305,0.67,0.68,0.58,0.58,0.08,0.08,0.25,0.56,0.11,0.17
2306,0.39,0.23,0.11,0.39,0.08,0.09,0.03,0.08,0.26,0.38
2307,0.42,0.17,0.22,0.6,0.12,0.33,0.06,0.23,0.67,0.53
2308,0.41,0.21,0.26,0.19,0.31,0.69,0.24,0.23,0.11,0.37
2309,0.68,0.59,0.49,0.54,0.45,0.23,0.7,0.62,0.06,0.28
2310,0.49,0.23,0.28,0.73,0.19,0.59,0.24,0.34,0.14,0.15
2311,0.39,0.33,0.36,0.24,0.33,0.76,0.33,0.71,0.14,0.28
2312,0.67,0.44,0.43,0.27,0.36,0.4,0.71,0.25,0.04,0.16
2313,0.36,0.12,0.33,0.39,0.38,0.39,0.21,0.23,0.09,0.3
2314,0.39,0.2,0.15,0.19,0.24,0.06,0.04,0.1,0.38,0.57
2315,0.71,0.47,0.52,0.49,0.5,0.41,0.64,0.49,0.04,0.15
2316,0.38,0.3,0.31,0.49,0.11,0.14,0.07,0.52,0.68,0.36
2317,0.65,0.43,0.49,0.54,0.56,0.07,0.43,0.14,0.03,0.19
2318,0.53,0.42,0.53,0.58,0.63,0.41,0.67,0.27,0.06,0.15
2319,0.63,0.59,0.53,0.57,0.58,0.39,0.55,0.26,0.03,0.26
2320,0.45,0.35,0.29,0.57,0.61,0.2,0.67,0.13,0.03,0.12
2321,0.35,0.31,0.33,0.5,0.53,0.58,0.39,0.35,0.1,0.38
2322,0.59,0.42,0.39,0.56,0.5,0.09,0.43,0.19,0.04,0.1
2323,0.41,0.19,0.19,0.56,0.17,0.27,0.35,0.13,0.06,0.09
2324,0.43,0.15,0.25,0.51,0.1,0.03,0.04,0.13,0.14,0.19
2325,0.32,0.26,0.26,0.68,0.1,0.16,0.04,0.48,0.78,0.71
2326,0.65,0.64,0.33,0.51,0.56,0.17,0.64,0.43,0.03,0.19
2327,0.52,0.34,0.28,0.61,0.16,0.39,0.2,0.22,0.19,0.12
2328,0.35,0.17,0.43,0.34,0.5,0.4,0.42,0.17,0.06,0.19
2329,0.6,0.5,0.6,0.47,0.66,0.56,0.65,0.41,0.05,0.25
2330,0.39,0.17,0.23,0.81,0.07,0.04,0.04,0.23,0.74,0.32
2331,0.47,0.29,0.11,0.46,0.24,0.14,0.04,0.33,0.11,0.4
2332,0.39,0.28,0.49,0.3,0.62,0.48,0.56,0.39,0.05,0.26
2333,0.43,0.42,0.2,0.5,0.63,0.4,0.44,0.52,0.04,0.59
2334,0.45,0.38,0.5,0.52,0.51,0.11,0.75,0.16,0.04,0.08
2335,0.36,0.51,0.14,0.5,0.31,0.07,0.05,0.32,0.32,0.54
2336,0.59,0.69,0.29,0.41,0.16,0.08,0.1,0.43,0.5,0.41
2337,0.61,0.5,0.54,0.53,0.54,0.28,0.73,0.24,0.04,0.18
2338,0.51,0.19,0.23,0.75,0.2,0.3,0.07,0.21,0.34,0.39
2339,0.66,0.59,0.39,0.57,0.59,0.11,0.58,0.39,0.09,0.24
2340,0.67,0.65,0.55,0.53,0.12,0.1,0.19,0.61,0.29,0.24
2341,0.58,0.55,0.46,0.56,0.18,0.02,0.06,0.44,0.39,0.66
2342,0.31,0.09,0.2,0.45,0.49,0.19,0.09,0.14,0.26,0.26
2343,0.18,0.09,0.31,0.19,0.6,0.46,0.14,0.24,0.25,0.26
2344,0.47,0.41,0.3,0.42,0.13,0.03,0.06,0.24,0.56,0.67
2345,0.51,0.47,0.31,0.51,0.53,0.41,0.45,0.47,0.05,0.19
2346,0.43,0.33,0.41,0.55,0.51,0.56,0.43,0.53,0.08,0.5
2347,0.67,0.45,0.48,0.5,0.47,0.22,0.66,0.15,0.02,0.1
2348,0.53,0.52,0.24,0.54,0.54,0.33,0.46,0.47,0.03,0.49
2349,0.45,0.51,0.38,0.57,0.72,0.41,0.44,0.26,0.07,0.37
2350,0.31,0.21,0.45,0.28,0.68,0.45,0.29,0.19,0.1,0.31
2351,0.43,0.43,0.55,0.48,0.65,0.4,0.58,0.23,0.05,0.35
2352,0.52,0.39,0.32,0.55,0.57,0.19,0.59,0.1,0.02,0.07
2353,0.45,0.52,0.3,0.6,0.12,0.05,0.04,0.52,0.84,0.72
2354,0.23,0.22,0.06,0.28,0.08,0.16,0.02,0.06,0.45,0.13
2355,0.56,0.42,0.3,0.39,0.15,0.04,0.11,0.13,0.08,0.13
2356,0.38,0.26,0.39,0.55,0.45,0.49,0.34,0.41,0.11,0.44
2357,0.55,0.28,0.47,0.29,0.7,0.21,0.33,0.26,0.03,0.21
2358,0.71,0.6,0.25,0.37,0.12,0.07,0.1,0.54,0.07,0.15
2359,0.6,0.38,0.45,0.77,0.55,0.36,0.47,0.36,0.09,0.1
2360,0.57,0.43,0.55,0.54,0.54,0.14,0.7,0.19,0.02,0.13
2361,0.36,0.32,0.17,0.2,0.54,0.17,0.44,0.1,0.13,0.31
2362,0.57,0.42,0.54,0.43,0.59,0.44,0.72,0.28,0.04,0.19
2363,0.56,0.41,0.58,0.51,0.63,0.34,0.68,0.25,0.04,0.3
2364,0.18,0.12,0.12,0.69,0.05,0.03,0.02,0.08,0.87,0.52
2365,0.38,0.42,0.25,0.59,0.15,0.22,0.05,0.73,0.79,0.58
2366,0.32,0.14,0.12,0.81,0.06,0.03,0.03,0.08,0.81,0.29
2367,0.65,0.45,0.4,0.47,0.41,0.09,0.7,0.38,0.05,0.19
2368,0.44,0.29,0.48,0.74,0.52,0.33,0.27,0.23,0.12,0.36
2369,0.64,0.18,0.33,0.28,0.37,0.23,0.14,0.24,0.05,0.14
2370,0.35,0.39,0.21,0.54,0.14,0.25,0.04,0.62,0.78,0.52
2371,0.57,0.18,0.47,0.43,0.68,0.25,0.39,0.27,0.06,0.13
2372,0.44,0.33,0.28,0.31,0.15,0.05,0.05,0.07,0.22,0.33
2373,0.48,0.31,0.46,0.65,0.52,0.27,0.41,0.18,0.07,0.23
2374,0.39,0.23,0.23,0.52,0.3,0.75,0.06,0.18,0.52,0.57
2375,0.41,0.45,0.52,0.29,0.35,0.77,0.46,0.32,0.06,0.2
2376,0.46,0.45,0.14,0.41,0.67,0.39,0.23,0.38,0.03,0.26
2377,0.38,0.17,0.09,0.63,0.06,0.04,0.05,0.07,0.21,0.09
2378,0.75,0.58,0.42,0.53,0.55,0.21,0.66,0.36,0.02,0.11
2379,0.61,0.29,0.38,0.21,0.15,0.03,0.19,0.07,0.05,0.07
2380,0.54,0.38,0.38,0.45,0.72,0.4,0.66,0.23,0.03,0.21
2381,0.67,0.47,0.6,0.64,0.54,0.34,0.75,0.42,0.04,0.17
2382,0.47,0.59,0.22,0.31,0.06,0.06,0.04,0.53,0.45,0.58
2383,0.46,0.52,0.31,0.24,0.31,0.74,0.52,0.79,0.22,0.63
2384,0.47,0.48,0.29,0.49,0.18,0.05,0.1,0.28,0.6,0.51
2385,0.29,0.22,0.22,0.49,0.4,0.23,0.15,0.1,0.08,0.13
2386,0.65,0.5,0.35,0.39,0.49,0.09,0.74,0.26,0.04,0.16
2387,0.56,0.7,0.33,0.35,0.17,0.12,0.11,0.81,0.37,0.39
2388,0.45,0.27,0.46,0.62,0.61,0.23,0.29,0.17,0.06,0.23
2389,0.38,0.24,0.38,0.43,0.44,0.29,0.28,0.18,0.2,0.28
2390,0.53,0.41,0.55,0.67,0.64,0.42,0.53,0.46,0.11,0.14
2391,0.32,0.2,0.2,0.68,0.07,0.07,0.03,0.39,0.83,0.74
2392,0.4,0.47,0.55,0.49,0.56,0.25,0.72,0.1,0.02,0.11
2393,0.38,0.25,0.23,0.83,0.1,0.04,0.07,0.23,0.46,0.14
2394,0.44,0.26,0.3,0.29,0.25,0.15,0.14,0.51,0.63,0.57
2395,0.65,0.45,0.53,0.45,0.53,0.36,0.75,0.17,0.02,0.15
2396,0.63,0.63,0.46,0.37,0.15,0.08,0.07,0.63,0.44,0.7
2397,0.24,0.08,0.36,0.28,0.47,0.58,0.12,0.22,0.09,0.32
2398,0.31,0.18,0.1,0.76,0.15,0.27,0.09,0.05,0.07,0.13
2399,0.71,0.61,0.47,0.5,0.54,0.17,0.7,0.39,0.03,0.17
2400,0.3,0.14,0.49,0.25,0.64,0.75,0.24,0.25,0.06,0.28
2401,0.19,0.2,0.07,0.32,0.09,0.11,0.03,0.4,0.83,0.71
2402,0.41,0.47,0.35,0.26,0.33,0.75,0.17,0.73,0.56,0.61
2403,0.38,0.17,0.41,0.52,0.41,0.62,0.32,0.58,0.29,0.59
2404,0.4,0.19,0.34,0.59,0.13,0.29,0.05,0.28,0.64,0.35
2405,0.66,0.46,0.55,0.44,0.5,0.25,0.76,0.21,0.05,0.22
2406,0.39,0.42,0.44,0.41,0.24,0.11,0.12,0.28,0.26,0.44
2407,0.46,0.25,0.42,0.5,0.65,0.44,0.23,0.26,0.1,0.46
2408,0.43,0.25,0.35,0.26,0.33,0.76,0.14,0.76,0.53,0.65
2409,0.52,0.46,0.11,0.49,0.2,0.1,0.09,0.25,0.1,0.32
2410,0.3,0.18,0.27,0.43,0.49,0.17,0.5,0.08,0.02,0.09
2411,0.34,0.18,0.27,0.47,0.41,0.81,0.26,0.29,0.19,0.19
2412,0.6,0.68,0.36,0.56,0.19,0.06,0.06,0.34,0.37,0.41
2413,0.64,0.35,0.42,0.65,0.44,0.33,0.48,0.4,0.14,0.33
2414,0.15,0.17,0.05,0.61,0.11,0.06,0.02,0.04,0.92,0.25
2415,0.48,0.24,0.22,0.73,0.28,0.49,0.37,0.25,0.17,0.17
2416,0.67,0.62,0.39,0.69,0.08,0.06,0.11,0.44,0.31,0.14
2417,0.29,0.09,0.26,0.38,0.36,0.34,0.11,0.1,0.11,0.18
2418,0.74,0.71,0.2,0.24,0.1,0.07,0.07,0.51,0.09,0.43
2419,0.55,0.49,0.27,0.32,0.11,0.07,0.09,0.29,0.1,0.22
2420,0.35,0.31,0.25,0.58,0.15,0.08,0.05,0.36,0.7,0.6
2421,0.44,0.28,0.2,0.65,0.17,0.04,0.08,0.36,0.5,0.54
2422,0.37,0.26,0.21,0.34,0.68,0.22,0.1,0.15,0.05,0.14
2423,0.34,0.2,0.33,0.72,0.29,0.46,0.19,0.21,0.28,0.38
2424,0.43,0.44,0.36,0.43,0.41,0.63,0.24,0.75,0.41,0.65
2425,0.61,0.4,0.45,0.32,0.48,0.32,0.59,0.53,0.19,0.55
2426,0.59,0.66,0.23,0.38,0.16,0.07,0.07,0.63,0.24,0.26
2427,0.35,0.18,0.2,0.69,0.27,0.29,0.06,0.28,0.66,0.34
2428,0.3,0.13,0.18,0.29,0.08,0.15,0.16,0.11,0.19,0.26
2429,0.44,0.21,0.34,0.3,0.19,0.25,0.22,0.07,0.05,0.12
2430,0.71,0.55,0.57,0.56,0.64,0.27,0.76,0.39,0.06,0.21
2431,0.53,0.31,0.39,0.36,0.13,0.03,0.27,0.15,0.15,0.26
2432,0.26,0.32,0.19,0.52,0.18,0.08,0.14,0.13,0.2,0.31
2433,0.47,0.47,0.29,0.29,0.19,0.09,0.07,0.25,0.57,0.61
2434,0.54,0.28,0.44,0.54,0.44,0.6,0.49,0.2,0.05,0.19
2435,0.58,0.46,0.5,0.56,0.5,0.5,0.53,0.35,0.06,0.4
2436,0.39,0.22,0.25,0.64,0.31,0.5,0.08,0.34,0.32,0.5
2437,0.7,0.4,0.38,0.48,0.31,0.18,0.45,0.24,0.06,0.15
2438,0.41,0.2,0.2,0.46,0.17,0.23,0.22,0.17,0.16,0.17
2439,0.71,0.69,0.47,0.43,0.17,0.06,0.15,0.63,0.3,0.43
2440,0.72,0.56,0.43,0.33,0.14,0.05,0.19,0.24,0.12,0.4
2441,0.48,0.24,0.55,0.2,0.71,0.31,0.4,0.29,0.07,0.17
2442,0.45,0.64,0.45,0.4,0.13,0.11,0.04,0.45,0.65,0.71
2443,0.26,0.17,0.42,0.28,0.61,0.31,0.16,0.23,0.27,0.46
2444,0.24,0.24,0.28,0.36,0.12,0.79,0.06,0.35,0.49,0.17
2445,0.46,0.38,0.49,0.34,0.56,0.76,0.52,0.73,0.13,0.49
2446,0.6,0.57,0.42,0.47,0.48,0.62,0.52,0.43,0.07,0.17
2447,0.45,0.19,0.16,0.42,0.44,0.42,0.23,0.07,0.07,0.11
2448,0.72,0.62,0.48,0.27,0.36,0.3,0.51,0.59,0.03,0.13
2449,0.64,0.72,0.36,0.32,0.12,0.05,0.11,0.28,0.07,0.15
2450,0.65,0.39,0.56,0.47,0.39,0.18,0.68,0.09,0.02,0.09
2451,0.68,0.43,0.57,0.44,0.42,0.22,0.73,0.07,0.02,0.09
2452,0.66,0.58,0.47,0.61,0.6,0.17,0.72,0.44,0.03,0.19
2453,0.52,0.47,0.34,0.62,0.13,0.1,0.08,0.34,0.69,0.56
2454,0.54,0.41,0.38,0.31,0.49,0.38,0.24,0.38,0.02,0.18
2455,0.46,0.23,0.44,0.55,0.62,0.37,0.6,0.24,0.08,0.22
2456,0.78,0.35,0.42,0.72,0.34,0.27,0.28,0.55,0.03,0.41
2457,0.5,0.8,0.32,0.36,0.14,0.12,0.07,0.51,0.26,0.25
2458,0.34,0.18,0.18,0.81,0.06,0.03,0.05,0.19,0.75,0.2
2459,0.7,0.56,0.38,0.56,0.44,0.28,0.65,0.47,0.03,0.36
2460,0.78,0.62,0.55,0.5,0.54,0.28,0.6,0.33,0.02,0.11
2461,0.63,0.79,0.17,0.2,0.08,0.07,0.02,0.39,0.09,0.1
2462,0.55,0.37,0.47,0.39,0.71,0.54,0.29,0.31,0.09,0.33
2463,0.63,0.69,0.39,0.63,0.12,0.04,0.05,0.28,0.06,0.1
2464,0.45,0.6,0.25,0.36,0.35,0.11,0.14,0.39,0.34,0.48
2465,0.38,0.34,0.21,0.31,0.09,0.05,0.04,0.29,0.74,0.66
2466,0.73,0.62,0.58,0.54,0.6,0.35,0.78,0.43,0.03,0.16
2467,0.5,0.55,0.17,0.47,0.18,0.09,0.14,0.49,0.58,0.54
2468,0.69,0.48,0.46,0.37,0.33,0.08,0.36,0.29,0.09,0.15
2469,0.31,0.27,0.38,0.41,0.35,0.76,0.18,0.59,0.32,0.57
2470,0.56,0.51,0.17,0.62,0.21,0.06,0.13,0.46,0.15,0.43
2471,0.62,0.47,0.39,0.44,0.5,0.18,0.6,0.58,0.11,0.55
2472,0.68,0.47,0.28,0.67,0.37,0.11,0.36,0.45,0.02,0.11
2473,0.72,0.61,0.57,0.46,0.53,0.41,0.81,0.72,0.03,0.19
2474,0.27,0.3,0.32,0.55,0.06,0.08,0.03,0.22,0.78,0.36
2475,0.36,0.32,0.4,0.18,0.58,0.3,0.61,0.18,0.02,0.23
2476,0.44,0.29,0.34,0.21,0.21,0.14,0.54,0.07,0.07,0.07
2477,0.44,0.26,0.37,0.56,0.43,0.43,0.34,0.51,0.18,0.59
2478,0.39,0.32,0.19,0.49,0.12,0.07,0.07,0.28,0.62,0.44
2479,0.44,0.41,0.27,0.42,0.16,0.07,0.17,0.13,0.09,0.11
2480,0.56,0.4,0.41,0.55,0.16,0.2,0.16,0.53,0.74,0.54
2481,0.49,0.36,0.36,0.47,0.23,0.13,0.1,0.59,0.74,0.45
2482,0.25,0.07,0.29,0.35,0.26,0.18,0.08,0.17,0.43,0.36
2483,0.68,0.56,0.51,0.42,0.19,0.2,0.22,0.26,0.03,0.58
2484,0.2,0.15,0.1,0.48,0.71,0.2,0.4,0.05,0.02,0.05
2485,0.7,0.58,0.46,0.5,0.31,0.25,0.68,0.35,0.04,0.42
2486,0.31,0.19,0.26,0.53,0.44,0.42,0.11,0.25,0.4,0.49
2487,0.55,0.28,0.28,0.62,0.38,0.13,0.31,0.22,0.08,0.13
2488,0.25,0.25,0.17,0.35,0.09,0.08,0.03,0.38,0.89,0.59
2489,0.68,0.34,0.32,0.43,0.43,0.3,0.63,0.17,0.02,0.06
2490,0.58,0.52,0.36,0.41,0.47,0.05,0.62,0.62,0.25,0.6
2491,0.5,0.38,0.52,0.46,0.73,0.35,0.7,0.28,0.07,0.36
2492,0.6,0.45,0.56,0.42,0.64,0.59,0.77,0.26,0.03,0.15
2493,0.42,0.36,0.15,0.57,0.09,0.05,0.05,0.56,0.73,0.59
